COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,公司简称,A股代码,地区,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B股代码,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,证监会行业,COMPANY_CODE,公司全称,A股上市日期,REG_PROVINCE,STATE_CODE_B_DESC,INVESTOR_PHONE,IS_VOTE_DIFF,STATUS_A,LEGAL_REPRESENTATIVE,SECURITY_ABBR_B_FULL,SEC_TYPE,PROFIT_FLAG,SMALL_CLASS_NAME,STATE_CODE_A_DESC,OTHER_CODE,CSRC_GREAT_CODE,OFFICE_ZIP,SECURITY_ABBR_A_CN,SECURITY_30_DESC,E_MAIL_ADDRESS,证监会大类行业,FOREIGN_LISTING_ADDRESS,FOREIGN_LISTING_DESC,CHANGEABLE_BOND_CODE,REG_CITY,B股上市日期,OTHER_ABBR,NAME,英文全称,REG_ADDRESS,SECURITY_ABBR_B_CN,CHANGEABLE_BOND_ABBR,OFFICE_ADDRESS,TOTAL_DOMESTIC_VOL,A_LIMIT_VOL,TRADE_DATE,B_VOL,SPECIAL_VOL,TOTAL_UNLIMIT_VOL,A_UNLIMIT_VOL,CDR_VOL,市场类型
WDM,1,1,万东医疗,600055,北京市,-,39,万东医疗,北京市,"Beijing Wandong Medical Technology Co., Ltd.",万东医疗,2,-,4,19970519,C,   D  F  N          ,制造业,600055,北京万东医疗科技股份有限公司,19970519,110000,-,010-84569688,N,   D  F  N          ,宋金松                        ,-,主板A,Y,-,上市,-,35,100015,万东医疗,否,wdm_ir@wandong.com.cn,专用设备制造业,-,否,-,110000,-,-,欧云彬,"Beijing Wandong Medical Technology Co., Ltd.",北京市朝阳区酒仙桥东路9号院3号楼,-,-,北京市朝阳区酒仙桥东路9号院3号楼,70306.11,0.00,20250902,0.00,-,70306.11,70306.11,0.00,主板A股
CHINA MEHECO,1,1,中国医药,600056,北京市,-,40,中国医药,北京市,"China Meheco Group Co., Ltd.",中国医药,2,-,4,19970515,F,   D  F  N          ,批发和零售业,600056,中国医药健康产业股份有限公司,19970515,110000,-,010-67164267,N,   D  F  N          ,杨光                          ,-,主板A,Y,-,上市,-,51,100073,中国医药,否,Meheco600056@meheco.gt.cn,批发业,-,否,-,110000,-,-,袁精华,"China Meheco Group Co., Ltd.",北京市丰台区西营街1号院1区1号楼25-28层,-,-,北京市丰台区西营街1号院1区1号楼25-28层,149587.97,52.83,20250902,0.00,-,149535.15,149535.15,0.00,主板A股
XIANGYU,1,1,厦门象屿,600057,福建省,-,41,厦门象屿,福建省,"Xiamen Xiangyu Co., Ltd.",厦门象屿,2,-,4,19970604,L,   D  F  N          ,租赁和商务服务业,600057,厦门象屿股份有限公司,19970604,350000,-,0592-6516003,N,   D  F  N          ,吴捷                          ,-,主板A,Y,-,上市,-,72,361006,厦门象屿,否,liaojie@xiangyu.cn,商务服务业,-,否,-,350200,-,-,廖杰,"Xiamen Xiangyu Co., Ltd.",福建省厦门市自由贸易试验区厦门片区象屿路99号厦门国际航运中心E栋9层05单元之一,-,-,厦门市湖里区自由贸易试验区厦门片区象屿路85号象屿集团大厦B栋11楼,280636.97,61385.95,20250902,0.00,-,219251.02,219251.02,0.00,主板A股
MINLIST,1,1,五矿发展,600058,北京市,-,42,五矿发展,北京市,"Minmetals Development Co.,Ltd",五矿发展,2,-,4,19970528,F,   D  F  N          ,批发和零售业,600058,五矿发展股份有限公司,19970528,110000,-,010-68494206,N,   D  F  N          ,魏涛                          ,-,主板A,Y,-,上市,-,51,100044,五矿发展,否,minlist@minmetals.com,批发业,-,否,-,110000,-,-,曲世竹,"Minmetals Development Co.,Ltd",北京市海淀区三里河路5号,-,-,北京市海淀区三里河路5号,107191.07,0.00,20250902,0.00,-,107191.07,107191.07,0.00,主板A股
GYLS,1,1,古越龙山,600059,浙江省,-,43,古越龙山,浙江省,"Zhejiang Guyuelongshan Shaoxing Wine Co.,Ltd",古越龙山,2,-,4,19970516,C,   D  F  N          ,制造业,600059,浙江古越龙山绍兴酒股份有限公司,19970516,330000,-,0575-85176000,N,   D  F  N          ,孙爱保                        ,-,主板A,Y,-,上市,-,15,312000,古越龙山,否,zjy@shaoxingwine.com.cn,酒、饮料和精制茶制造业,-,否,-,330600,-,-,吴晓钧,"Zhejiang Guyuelongshan Shaoxing Wine Co.,Ltd",浙江省绍兴市北海桥,-,-,浙江省绍兴市越城区环城北路黄酒博物馆东侧附近,91154.24,0.00,20250902,0.00,-,91154.24,91154.24,0.00,主板A股
HISENSE V.T.,1,1,海信视像,600060,山东省,-,44,海信视像,山东省,"Hisense Visual Technology Co.,Ltd.",海信视像,2,-,4,19970422,C,   D  F  N          ,制造业,600060,海信视像科技股份有限公司,19970422,370000,-,（0532）83889556,N,   D  F  N          ,于芝涛                        ,-,主板A,Y,-,上市,-,39,266071,海信视像,否,zqb@hisense.com,计算机、通信和其他电子设备制造业,-,否,-,370200,-,-,范潇,"Hisense Visual Technology Co.,Ltd.",山东省青岛市经济技术开发区前湾港路218号,-,-,青岛市崂山区香港东路88号海信国际中心,130497.23,987.79,20250902,0.00,-,129509.44,129509.44,0.00,主板A股
SDIC CAPITAL,1,1,国投资本,600061,上海市,-,45,国投资本,上海市,"SDIC Capital Co., Ltd",国投资本,2,-,4,19970519,J,   D  F  N          ,金融业,600061,国投资本股份有限公司,19970519,310000,-,010-83325163,N,   D  F  N          ,崔宏琴                        ,-,主板A,Y,-,上市,110073,67,100034,国投资本,否,600061@sdic.com.cn,资本市场服务,-,否,110073,310000,-,国投转债,于晓扬,"SDIC Capital Co., Ltd","上海市中国(上海)自由贸易试验区北张家浜路128号204-3,204-4,204-5室",-,国投转债,北京市西城区阜成门北大街2号国投金融大厦10层,639398.31,0.00,20250902,0.00,-,639398.31,639398.31,0.00,主板A股
CR DOUBLE-CRANE,1,1,华润双鹤,600062,北京市,-,46,华润双鹤,北京市,"China Resources Double-Crane Pharmaceutical Co.,Ltd.",华润双鹤,2,-,4,19970522,C,   D  F  N          ,制造业,600062,华润双鹤药业股份有限公司,19970522,110000,-,010-64398099,N,   D  F  N          ,赵骞                          ,-,主板A,Y,-,上市,-,27,100102,华润双鹤,否,mss@dcpc.com,医药制造业,-,否,-,110000,-,-,刘驹,"China Resources Double-Crane Pharmaceutical Co.,Ltd.",北京市朝阳区望京利泽东二路1号,-,-,北京市朝阳区望京利泽东二路1号,103875.75,612.67,20250902,0.00,-,103263.08,103263.08,0.00,主板A股
WWGX,1,1,皖维高新,600063,安徽省,-,47,皖维高新,安徽省,"Anhui Wanwei Updated High-Tech Material Industry Co.,Ltd",皖维高新,2,-,4,19970528,C,   D  F  N          ,制造业,600063,安徽皖维高新材料股份有限公司,19970528,340000,-,0551-82189294,N,   D  F  N          ,吴福胜                        ,-,主板A,Y,-,上市,-,26,238002,皖维高新,否,wwgfzqb888@163.com,化学原料和化学制品制造业,-,否,-,340100,-,-,史方圆,"Anhui Wanwei Updated High-Tech Material Industry Co.,Ltd",安徽省合肥市巢湖市皖维路56号,-,-,安徽省合肥市巢湖市皖维路56号,210461.82,17872.35,20250902,0.00,-,192589.47,192589.47,0.00,主板A股
NJGK,1,1,南京高科,600064,江苏省,-,48,南京高科,江苏省,Nanjing Gaoke Company Limited,南京高科,2,-,4,19970506,K,   D  F  N          ,房地产业,600064,南京高科股份有限公司,19970506,320000,-,025-85800728,N,   D  F  N          ,徐益民                        ,-,主板A,Y,-,上市,-,70,210023,南京高科,否,600064@600064.com,房地产业,-,否,-,320100,-,-,谢建晖,Nanjing Gaoke Company Limited,江苏省南京市经济技术开发区恒通大道2号,-,-,南京市栖霞区学津路8号高科中心A座,173033.96,0.00,20250902,0.00,-,173033.96,173033.96,0.00,主板A股
YTCO,1,1,宇通客车,600066,河南省,-,49,宇通客车,河南省,"Yutong Bus Co.,Ltd.",宇通客车,2,-,4,19970508,C,   D  F  N          ,制造业,600066,宇通客车股份有限公司,19970508,410000,-,0371-66718281,N,   D  F  N          ,李盼盼                        ,-,主板A,Y,-,上市,-,36,450061,宇通客车,是,ir@yutong.com,汽车制造业,-,否,-,410100,-,-,于莉,"Yutong Bus Co.,Ltd.",河南省郑州市管城回族区宇通路6号,-,-,郑州市管城回族区宇通路6号,221393.92,0.00,20250902,0.00,-,221393.92,221393.92,0.00,主板A股
CITYCHAMP AM,1,1,冠城新材,600067,福建省,-,50,冠城新材,福建省,"CITYCHAMP DARTONG ADVANCED MATERIALS CO.,LTD.",冠城新材,2,-,4,19970508,C,   D  F  N          ,制造业,600067,冠城大通新材料股份有限公司,19970508,350000,-,0591-83350026,N,   D  F  N          ,韩孝煌                        ,-,主板A,Y,-,上市,190028,38,350007,冠城新材,否,600067@gcdt.net,电气机械和器材制造业,-,否,-,350100,-,冠城转股,余坦锋,"CITYCHAMP DARTONG ADVANCED MATERIALS CO.,LTD.",福建省福州市开发区快安延伸区创新楼,-,-,福建省福州市仓山区浦下洲路5号冠城大通广场1号楼C座,139166.87,0.00,20250902,0.00,-,139166.87,139166.87,0.00,主板A股
PHENIX OPTICS,1,1,凤凰光学,600071,江西省,-,51,凤凰光学,江西省,Phenix Optics Company Limited,凤凰光学,2,-,4,19970528,C,   D  F  N          ,制造业,600071,凤凰光学股份有限公司,19970528,360000,-,0793-8259547,N,   D  F  N          ,陈宗年                        ,-,主板A,Y,-,上市,-,40,334100,凤凰光学,否,600071@phenixoptics.com.cn,仪器仪表制造业,-,否,-,361100,-,-,谢会超,Phenix Optics Company Limited,江西省上饶市凤凰西大道197号,-,-,江西省上饶市凤凰西大道197号,28157.39,0.00,20250902,0.00,-,28157.39,28157.39,0.00,主板A股
CSSC-STC,1,1,中船科技,600072,上海市,-,52,中船科技,上海市,"CSSC Science & Technology Co., Ltd",中船科技,2,-,4,19970603,E,   D  F  N          ,建筑业,600072,中船科技股份有限公司,19970603,310000,-,021-63022385,N,   D  F  N          ,吴兴旺                        ,-,主板A,Y,-,上市,-,48,200023,中船科技,否,mail@cssckj.com,土木工程建筑业,-,否,-,310000,-,-,陈慧,"CSSC Science & Technology Co., Ltd",上海市杨浦区周家嘴路3255号10楼,-,-,上海市鲁班路600号江南造船大厦13楼,150652.17,42318.44,20250902,0.00,-,108333.73,108333.73,0.00,主板A股
BMGC,1,1,光明肉业,600073,上海市,-,53,光明肉业,上海市,"SHANGHAI BRIGHT MEAT GROUP CO.,LTD.",光明肉业,2,-,4,19970704,C,   D  F  N          ,制造业,600073,上海光明肉业集团股份有限公司,19970704,310000,-,021-22866016,N,   D  F  N          ,李俊龙                        ,-,主板A,Y,-,上市,-,13,200082,光明肉业,否,ir@brightmeat.com,农副食品加工业,-,否,-,310000,-,-,何茹,"SHANGHAI BRIGHT MEAT GROUP CO.,LTD.",中国（上海）自由贸易试验区川桥路1501号7幢101室,-,-,上海市杨浦区济宁路18号,93772.95,0.00,20250902,0.00,-,93772.95,93772.95,0.00,主板A股
XINJIANG TIANYE,1,1,新疆天业,600075,新疆维吾尔自治区,-,54,新疆天业,新疆维吾尔自治区,"Xinjiang Tianye Co.,Ltd.",新疆天业,2,-,4,19970617,C,   D  F  N          ,制造业,600075,新疆天业股份有限公司,19970617,650000,-,0993-2623118,N,   D  F  N          ,周军                          ,-,主板A,Y,-,上市,110087,26,832000,新疆天业,否,stock@163.net,化学原料和化学制品制造业,-,否,110087,654300,-,天业转债,李升龙,"Xinjiang Tianye Co.,Ltd.",新疆维吾尔自治区石河子市经济技术开发区北三东路36号,-,天业转债,新疆石河子市经济技术开发区北三东路36号,170736.33,0.00,20250902,0.00,-,170736.33,170736.33,0.00,主板A股
KANGXINNEWMATERIALS,1,1,康欣新材,600076,山东省,-,55,康欣新材,山东省,"Kangxin New Materials Co.,Ltd",康欣新材,2,-,4,19970526,C,   D  F  N          ,制造业,600076,康欣新材料股份有限公司,19970526,370000,-,0712-8102866,N,   D  F  N          ,邵建东                        ,-,主板A,Y,-,上市,-,20,431614,康欣新材,否,zqbir@hbkangxin.cn,木材加工和木、竹、藤、棕、草制品业,-,否,-,370700,-,-,黄亮,"Kangxin New Materials Co.,Ltd",山东省潍坊市高新技术产业开发区北宫东街6号,-,-,湖北省孝感市汉川市经济开发区新河工业园路特一号,134454.34,0.00,20250902,0.00,-,134454.34,134454.34,0.00,主板A股
CXPC,1,1,澄星股份,600078,江苏省,-,56,澄星股份,江苏省,"JIANGSU CHENGXING PHOSPH-CHEMICALS CO.,LTD.",澄星股份,2,-,4,19970627,C,   D  F  N          ,制造业,600078,江苏澄星磷化工股份有限公司,19970627,320000,-,0510-80622329,N,   D  F  N          ,刘晓光                        ,-,主板A,Y,-,上市,-,26,214432,澄星股份,否,cx@cxpcchina.com,化学原料和化学制品制造业,-,否,-,320200,-,-,汪洋,"JIANGSU CHENGXING PHOSPH-CHEMICALS CO.,LTD.",江苏省无锡市江阴市梅园大街618号,-,-,江苏省江阴市梅园大街618号,66257.29,0.00,20250902,0.00,-,66257.29,66257.29,0.00,主板A股
HWHG,1,1,人福医药,600079,湖北省,-,57,人福医药,湖北省,"Humanwell Healthcare (Group) Co.,Ltd.",人福医药,2,-,4,19970606,C,   D  F  N          ,制造业,600079,人福医药集团股份公司,19970606,420000,-,027-87597232,N,   D  F  N          ,杜文涛                        ,-,主板A,Y,-,上市,-,27,430075,人福医药,否,renfu.pr@renfu.com.cn,医药制造业,-,否,-,420100,-,-,刘南鸿,"Humanwell Healthcare (Group) Co.,Ltd.",湖北省武汉市东湖高新区高新大道666号,-,-,武汉市东湖高新区高新大道666号人福医药大厦,163222.60,8904.72,20250902,0.00,-,154317.88,154317.88,0.00,主板A股
GINWA,1,1,金花股份,600080,陕西省,-,58,金花股份,陕西省,GINWA ENTERPRISE (GROUP) INC.,金花股份,2,-,4,19970612,C,   D  F  N          ,制造业,600080,金花企业(集团)股份有限公司,19970612,610000,-,029-88336635,N,   D  F  N          ,邢雅江                        ,-,主板A,Y,-,上市,-,27,710065,金花股份,否,irm@ginwa.com,医药制造业,-,否,-,610100,-,-,张朝阳,GINWA ENTERPRISE (GROUP) INC.,陕西省西安市高新区科技四路202号,-,-,陕西省西安市高新区科技四路202,37327.03,0.00,20250902,0.00,-,37327.03,37327.03,0.00,主板A股
DETC,1,1,东风科技,600081,上海市,-,59,东风科技,上海市,"DONG FENG ELECTRONIC TECHNOLOGY CO.,LTD.",东风科技,2,-,4,19970703,C,   D  F  N          ,制造业,600081,东风电子科技股份有限公司,19970703,310000,-,021-52917811,N,   D  F  N          ,蔡士龙                        ,-,主板A,Y,-,上市,-,36,201114,东风科技,否,postmaster@detc.com.cn,汽车制造业,-,否,-,310000,-,-,李非,"DONG FENG ELECTRONIC TECHNOLOGY CO.,LTD.",上海市闵行区浦江镇新骏环路88号13幢203室,-,-,上海市闵行区浦江镇新骏环路88号13B幢,55302.62,0.00,20250902,0.00,-,55302.62,55302.62,0.00,主板A股
HITECH DEVELOP,1,1,海泰发展,600082,天津市,-,60,海泰发展,天津市,"Tianjin Hi-Tech Development Co.,Ltd.",海泰发展,2,-,4,19970620,F,   D  F  N          ,批发和零售业,600082,天津海泰科技发展股份有限公司,19970620,120000,-,022-85689999转8306,N,   D  F  N          ,刘超                          ,-,主板A,Y,-,上市,-,51,300384,海泰发展,否,irm@hitech-develop.com,批发业,-,否,-,120000,-,-,王菲,"Tianjin Hi-Tech Development Co.,Ltd.",天津市新技术产业园区华苑产业区,-,-,天津新技术产业园区华苑产业区海泰发展5道海泰创新基地CC座7楼,64611.58,1178.04,20250902,0.00,-,63433.54,63433.54,0.00,主板A股
CITIC NIYA,1,1,中信尼雅,600084,新疆维吾尔自治区,-,61,中信尼雅,新疆维吾尔自治区,"CITIC NIYA WINE CO., LTD.",中信尼雅,2,-,4,19970711,C,   D  F  N          ,制造业,600084,中信尼雅葡萄酒股份有限公司,19970711,650000,-,0991-8881238,N,   D  F  N          ,王毅                          ,-,主板A,Y,-,上市,-,15,830002,中信尼雅,否,zxny600084@citicwine.com,酒、饮料和精制茶制造业,-,否,-,650100,-,-,王爱国,"CITIC NIYA WINE CO., LTD.",新疆乌鲁木齐市水磨沟区红山路39号,-,-,新疆乌鲁木齐市水磨沟区红山路39号,112372.68,0.00,20250902,0.00,-,112372.68,112372.68,0.00,主板A股
TRT,1,1,同仁堂,600085,北京市,-,62,同仁堂,北京市,"BEIJING TONG REN TANG CO., LTD",同仁堂,2,-,4,19970625,C,   D  F  N          ,制造业,600085,北京同仁堂股份有限公司,19970625,110000,-,010－67179780,N,   D  F  N          ,张朝华                        ,-,主板A,Y,-,上市,190022,27,100062,同仁堂,是,gfzqxp@tongrentang.com,医药制造业,-,否,-,110000,-,同仁转股,冯莉,"BEIJING TONG REN TANG CO., LTD",北京市大兴区中关村科技园区大兴生物医药产业基地天贵大街33号,-,-,北京市东城区崇外大街42号,137147.03,0.00,20250902,0.00,-,137147.03,137147.03,0.00,主板A股
CTV MEDIA,1,1,中视传媒,600088,上海市,-,63,中视传媒,上海市,"China Television Media,Ltd.",中视传媒,2,-,4,19970616,R,   D  F  N          ,文化、体育和娱乐业,600088,中视传媒股份有限公司,19970616,310000,-,021-68765168,N,   D  F  N          ,李颖                          ,-,主板A,Y,-,上市,-,87,200122,中视传媒,否,irmanager@ctv-media.com.cn,广播、电视、电影和录音制作业,-,否,-,310000,-,-,贺芳,"China Television Media,Ltd.",上海市浦东新区福山路450号新天国际大厦17层A座,-,-,中国（上海）自由贸易试验区福山路450号新天国际大厦17层A座,39770.64,0.00,20250902,0.00,-,39770.64,39770.64,0.00,主板A股
TBEA,1,1,特变电工,600089,新疆维吾尔自治区,-,64,特变电工,新疆维吾尔自治区,"TBEA Co.,Ltd.",特变电工,2,-,4,19970618,C,   D  F  N          ,制造业,600089,特变电工股份有限公司,19970618,650000,-,0994-6508000,N,   D  F  N          ,张新                          ,-,主板A,Y,-,上市,-,38,831100,特变电工,是,tbeazqb@tbea.com,电气机械和器材制造业,-,否,-,652300,-,-,焦海华,"TBEA Co.,Ltd.",新疆维吾尔自治区昌吉回族自治州昌吉市北京南路189号,-,-,新疆昌吉市北京南路189号,505279.26,0.00,20250902,0.00,-,505279.26,505279.26,0.00,主板A股
GREATTOWN,1,1,大名城,600094,上海市,-,65,大名城,上海市,Greattown Holdings Ltd.,大名城,2,900940,4,19970703,K,   D  F  N          ,房地产业,600094,上海大名城企业股份有限公司,19970703,310000,上市,021-62478900,N,   D  F  N          ,俞锦                          ,大名城B,主板A,Y,-,上市,-,70,201103,大名城,否,-,房地产业,-,否,-,310000,19960726,-,张燕琦,Greattown Holdings Ltd.,上海市闵行区红松东路1116号1幢5楼A区,大名城B,-,上海市红松东路1116号上海虹桥元一大厦五楼,236485.20,0.00,20250902,19872.01,-,236485.20,216613.20,0.00,主板A股
XIANGCAI,1,1,湘财股份,600095,黑龙江省,-,66,湘财股份,黑龙江省,"Xiangcai Co.,Ltd",湘财股份,2,-,4,19970708,J,   D  F  N          ,金融业,600095,湘财股份有限公司,19970708,230000,-,0451-84346722,N,   D  F  N          ,史建明                        ,-,主板A,Y,-,上市,-,67,150078,湘财股份,否,xcgf@600095.com.cn,资本市场服务,-,否,-,230100,-,-,潘琼,"Xiangcai Co.,Ltd",黑龙江省哈尔滨市道里区高新技术产业开发区迎宾路集中区太湖北路7号,-,-,哈尔滨高新技术产业开发区迎宾路集中区太湖北路7号,285918.77,0.00,20250902,0.00,-,285918.77,285918.77,0.00,主板A股
YTH,1,1,云天化,600096,云南省,-,67,云天化,云南省,"Yunnan Yuntianhua Co.,Ltd",云天化,2,-,4,19970709,C,   D  F  N          ,制造业,600096,云南云天化股份有限公司,19970709,530000,-,0871-64327177,N,   D  F  N          ,宋立强                        ,-,主板A,Y,-,上市,-,26,650228,云天化,否,xugangjun@yth.cn,化学原料和化学制品制造业,-,否,-,530100,-,-,苏云,"Yunnan Yuntianhua Co.,Ltd",云南省昆明市西山区滇池路1417号,-,-,云南省昆明市滇池路1417号,182299.07,0.00,20250902,0.00,-,182299.07,182299.07,0.00,主板A股
