COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,公司简称,股票代码,地区,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B_STOCK_CODE,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,证监会行业,COMPANY_CODE,公司全称,上市日期,REG_PROVINCE,STATE_CODE_B_DESC,INVESTOR_PHONE,IS_VOTE_DIFF,STATUS_A,LEGAL_REPRESENTATIVE,SECURITY_ABBR_B_FULL,SEC_TYPE,PROFIT_FLAG,SMALL_CLASS_NAME,STATE_CODE_A_DESC,OTHER_CODE,CSRC_GREAT_CODE,OFFICE_ZIP,SECURITY_ABBR_A_CN,SECURITY_30_DESC,E_MAIL_ADDRESS,证监会大类行业,FOREIGN_LISTING_ADDRESS,FOREIGN_LISTING_DESC,CHANGEABLE_BOND_CODE,REG_CITY,B_LIST_DATE,OTHER_ABBR,NAME,英文全称,REG_ADDRESS,SECURITY_ABBR_B_CN,CHANGEABLE_BOND_ABBR,OFFICE_ADDRESS,TOTAL_DOMESTIC_VOL,A_LIMIT_VOL,TRADE_DATE,B_VOL,SPECIAL_VOL,TOTAL_UNLIMIT_VOL,A_UNLIMIT_VOL,CDR_VOL
HYGON,8,2,海光信息,688041,天津市,-,37,海光信息,天津市,"HYGON INFORMATION TECHNOLOGY CO., LTD.",海光信息,2,-,4,20220812,C,   D  F  NY         ,制造业,688041,海光信息技术股份有限公司,20220812,120000,-,010-82177855,N,   D  F  NY         ,沙超群                        ,-,科创A,Y,新一代信息技术,上市,-,39,100085,海光信息,是,investor@hygon.cn,计算机、通信和其他电子设备制造业,-,-,-,120000,-,-,徐文超,"HYGON INFORMATION TECHNOLOGY CO., LTD.",天津市华苑产业区海泰西路18号北2-204工业孵化-3-8,-,-,北京市海淀区东北旺西路 8 号中关村软件园 27 号楼 C 座 4-5 层,232433.81,0.00,20250902,0.00,-,232433.81,232433.81,0.00
KIWI INSTRUMENTS,8,2,必易微,688045,广东省,-,38,必易微,广东省,"SHENZHEN KIWI INSTRUMENTS CO., LTD.",必易微电子,2,-,4,20220526,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688045,深圳市必易微电子股份有限公司,20220526,440000,-,0755-82042719,N,   D  F  NY         ,谢朋村                        ,-,科创A,Y,新一代信息技术,上市,-,65,518055,必易微,-,ir@kiwiinst.com,软件和信息技术服务业,-,-,-,440300,-,-,高雷,"SHENZHEN KIWI INSTRUMENTS CO., LTD.",广东省深圳市南山区西丽街道西丽社区打石二路万科云城六期一栋云中城B3303,-,-,深圳市南山区西丽街道南山云科技大厦33楼,6983.78,3214.28,20250902,0.00,-,3769.51,3769.51,0.00
GEMPHARMATECH,8,2,药康生物,688046,江苏省,-,39,药康生物,江苏省,"GEMPHARMATECH CO., LTD.",药康生物,2,-,4,20220425,M,   D  F  NY         ,科学研究和技术服务业,688046,江苏集萃药康生物科技股份有限公司,20220425,320000,-,025-58243997,N,   D  F  NY         ,赵静                          ,-,科创A,Y,生物医药,上市,-,73,210000,药康生物,-,ir@gempharmatech.com,研究和试验发展,-,-,-,320100,-,-,王逸鸥,"GEMPHARMATECH CO., LTD.",江苏省南京市江北新区学府路12号,-,-,南京市江北新区学府路12号,41000.00,0.00,20250902,0.00,-,41000.00,41000.00,0.00
LOONGSON TECHNOLOGY,8,2,龙芯中科,688047,北京市,-,40,龙芯中科,北京市,LOONGSON TECHNOLOGY CORPORATION LIMITED,龙芯中科,2,-,4,20220624,C,   D  F  NY         ,制造业,688047,龙芯中科技术股份有限公司,20220624,110000,-,010-62546668,N,   D  F  NY         ,胡伟武                        ,-,科创A,Y,新一代信息技术,上市,-,39,100095,龙芯中科,是,ir@loongson.cn,计算机、通信和其他电子设备制造业,-,-,-,110000,-,-,李晓钰,LOONGSON TECHNOLOGY CORPORATION LIMITED,北京市海淀区地锦路7号院4号楼1层101,-,-,北京市海淀区北清路中关村环保科技示范园龙芯产业园2号楼,40100.00,0.00,20250902,0.00,-,40100.00,40100.00,0.00
EVERBRIGHT,8,2,长光华芯,688048,江苏省,-,41,长光华芯,江苏省,"SUZHOU EVERBRIGHT PHOTONICS CO., LTD.",长光华芯,2,-,4,20220401,C,   D  F  NY         ,制造业,688048,苏州长光华芯光电技术股份有限公司,20220401,320000,-,0512-66806667,N,   D  F  NY         ,闵大勇                        ,-,科创A,Y,新一代信息技术,上市,-,39,215163,长光华芯,-,dongban@everbrightphotonics.com,计算机、通信和其他电子设备制造业,-,-,-,320500,-,-,李晓绕,"SUZHOU EVERBRIGHT PHOTONICS CO., LTD.",江苏省苏州市高新区漓江路56号,-,-,苏州高新区漓江路56号,17627.99,7007.00,20250902,0.00,-,10620.99,10620.99,0.00
ACTIONS,8,2,炬芯科技,688049,广东省,-,42,炬芯科技,广东省,"ACTIONS TECHNOLOGY CO., LTD.",炬芯科技,2,-,4,20211129,C,   D  F  NY         ,制造业,688049,炬芯科技股份有限公司,20211129,440000,-,0756-3673718,N,   D  F  NY         ,周正宇                        ,-,科创A,N,新一代信息技术,上市,-,39,519085,炬芯科技,-,investor.relations@actionstech.com,计算机、通信和其他电子设备制造业,-,-,-,440400,-,-,XIE MEI QIN,"ACTIONS TECHNOLOGY CO., LTD.",广东省珠海市高新区唐家湾镇科技四路1号1#厂房一层C区,-,-,珠海市高新区唐家湾镇科技四路1号1#厂房一层C区,17516.77,0.00,20250902,0.00,-,17516.77,17516.77,0.00
EYEBRIGHT MEDICAL,8,2,爱博医疗,688050,北京市,-,43,爱博医疗,北京市,"Eyebright Medical Technology (Beijing) Co., Ltd.",爱博诺德医疗,2,-,4,20200729,C,   D  F  NY         ,制造业,688050,爱博诺德(北京)医疗科技股份有限公司,20200729,110000,-,010-89748322,N,   D  F  NY         ,解江冰                        ,-,科创A,Y,生物医药,上市,-,35,102200,爱博医疗,-,concact@ebmedical.com,专用设备制造业,-,-,-,110000,-,-,周裕茜,"Eyebright Medical Technology (Beijing) Co., Ltd.",北京市昌平区科技园区兴昌路9号,-,-,北京市昌平区科技园兴路9号,19340.32,359.36,20250902,0.00,-,18980.96,18980.96,0.00
ROCKONTROL,8,2,佳华科技,688051,北京市,-,44,佳华科技,北京市,"Rockontrol Technology Group Co.,Ltd.",罗克佳华科技,2,-,4,20200320,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688051,罗克佳华科技集团股份有限公司,20200320,110000,-,010-57230290,N,   D  F  NY         ,李玮                          ,-,科创A,Y,新一代信息技术,上市,-,65,101199,佳华科技,-,rk@rockontrol.com,软件和信息技术服务业,-,-,-,110000,-,-,黄志龙,"Rockontrol Technology Group Co.,Ltd.",北京市通州区台湖镇京通街9号205,-,-,北京市通州区观音庵南街2号院保利？大都汇T3栋14层,7733.40,0.00,20250902,0.00,-,7733.40,7733.40,0.00
NOVOSENSE,8,2,纳芯微,688052,江苏省,-,45,纳芯微,江苏省,"SUZHOU NOVOSENSE MICROELECTRONICS CO., LTD.",纳芯微电子,2,-,4,20220422,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688052,苏州纳芯微电子股份有限公司,20220422,320000,-,0512-62601802-823,N,   D  F  NY         ,王升杨                        ,-,科创A,Y,新一代信息技术,上市,-,65,215000,纳芯微,-,ir@novosns.com,软件和信息技术服务业,-,-,-,320500,-,-,姜超尚,"SUZHOU NOVOSENSE MICROELECTRONICS CO., LTD.",江苏省苏州市工业园区东荡田巷9号,-,-,苏州工业园区东荡田巷9号,14252.84,0.00,20250902,0.00,-,14252.84,14252.84,0.00
SCREEN,8,2,思科瑞,688053,四川省,-,46,思科瑞,四川省,"CHENGDU SCREEN MICRO-ELECTRONICS CO.,LTD.",思科瑞微电子,2,-,4,20220708,M,   D  F  NY         ,科学研究和技术服务业,688053,成都思科瑞微电子股份有限公司,20220708,510000,-,028-89140831,N,   D  F  NY         ,张亚                          ,-,科创A,Y,新一代信息技术,上市,-,74,610041,思科瑞,-,security@cd-screen.cn,专业技术服务业,-,-,-,510100,-,-,吴常念,"CHENGDU SCREEN MICRO-ELECTRONICS CO.,LTD.",四川省成都市高新区安泰四路68号,-,-,四川省成都市郫都区安泰四路68号,10000.00,0.00,20250902,0.00,-,10000.00,10000.00,0.00
IVO,8,2,龙腾光电,688055,江苏省,-,47,龙腾光电,江苏省,"InfoVision Optoelectronics( Kunshan) Co., Ltd.",昆山龙腾光电,2,-,4,20200817,C,   D  F  NY         ,制造业,688055,昆山龙腾光电股份有限公司,20200817,320000,-,0512-57278888,N,   D  F  NY         ,陶园                          ,-,科创A,Y,新一代信息技术,上市,-,39,215300,龙腾光电,-,Ltdmb@ivo.com.cn,计算机、通信和其他电子设备制造业,-,-,-,320500,-,-,蔡志承,"InfoVision Optoelectronics( Kunshan) Co., Ltd.",江苏省苏州市昆山市开发区龙腾路1号,-,-,江苏省苏州市昆山市开发区龙腾路1号,333333.34,0.00,20250902,0.00,-,333333.34,333333.34,0.00
LABTECH,8,2,莱伯泰科,688056,北京市,-,48,莱伯泰科,北京市,"Beijing LabTech Instruments Co., Ltd.",莱伯泰科仪器,2,-,4,20200902,C,   D  F  NY         ,制造业,688056,北京莱伯泰科仪器股份有限公司,20200902,110000,-,010-80492709,N,   D  F  NY         ,胡克                          ,-,科创A,Y,高端装备,上市,-,40,101312,莱伯泰科,-,zqtzb@labtechgroup.com,仪器仪表制造业,-,-,-,110000,-,-,于浩,"Beijing LabTech Instruments Co., Ltd.",北京市顺义区天竺空港工业区,-,-,北京市顺义区天竺空港工业区B区安庆大街6号,6745.25,0.00,20250902,0.00,-,6745.25,6745.25,0.00
JDL,8,2,金达莱,688057,江西省,-,49,金达莱,江西省,Jiangxi Jdl Environmental Protection Co. Ltd.,金达莱环保,2,-,4,20201111,N,   D  F  NY         ,水利、环境和公共设施管理业,688057,江西金达莱环保股份有限公司,20201111,360000,-,0791-83775088,N,   D  F  NY         ,陶琨                          ,-,科创A,Y,节能环保,上市,-,77,330100,金达莱,-,jdlhb@jdlhb.com,生态保护和环境治理业,-,-,-,360100,-,-,杨晨露,Jiangxi Jdl Environmental Protection Co. Ltd.,江西省南昌市新建区长堎外商投资开发区工业大道459号,-,-,江西省南昌市新建区长堎外商投资开发区工业大道459号,27600.00,0.00,20250902,0.00,-,27600.00,27600.00,0.00
BAOLANDE,8,2,宝兰德,688058,北京市,-,50,宝兰德,北京市,Beijing Baolande Software Corporation.,宝兰德软件,2,-,4,20191101,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688058,北京宝兰德软件股份有限公司,20191101,110000,-,010-57592668,N,   D  F  NY         ,易存道                        ,-,科创A,Y,新一代信息技术,上市,-,65,100088,宝兰德,-,besinvestors@bessystem.com,软件和信息技术服务业,-,-,-,110000,-,-,张增强,Beijing Baolande Software Corporation.,北京市海淀区马甸东路19号17层2001,-,-,北京市西城区北三环中路29号院3号楼茅台大厦28层,7773.09,0.00,20250902,0.00,-,7773.09,7773.09,0.00
HUARUI PRECISION,8,2,华锐精密,688059,湖南省,-,51,华锐精密,湖南省,"ZHUZHOU HUARUI PRECISION CUTTING TOOLS.CO.,LTD.",株洲华锐精密,2,-,4,20210208,C,   D  F  NY         ,制造业,688059,株洲华锐精密工具股份有限公司,20210208,430000,-,0731-22881838,N,   D  F  NY         ,肖旭凯                        ,-,科创A,Y,新材料,上市,118009,33,412000,华锐精密,-,zqb@huareal.com.cn,金属制品业,-,-,118009,430200,-,华锐转债,段艳兰,"ZHUZHOU HUARUI PRECISION CUTTING TOOLS.CO.,LTD.",湖南省株洲市芦淞区创业二路68号,-,华锐转债,株洲市芦淞区创业二路68号,8716.00,0.00,20250902,0.00,-,8716.00,8716.00,0.00
YYTEK,8,2,云涌科技,688060,江苏省,-,52,云涌科技,江苏省,"Jiangsu Yunyong Electronics and Technology Co.,Ltd",江苏云涌电子科技,2,-,4,20200710,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688060,江苏云涌电子科技股份有限公司,20200710,320000,-,0523-86658773,N,   D  F  NY         ,高南                          ,-,科创A,Y,新一代信息技术,上市,-,65,225300,云涌科技,-,public@yytek.com,软件和信息技术服务业,-,-,-,321200,-,-,姜金良,"Jiangsu Yunyong Electronics and Technology Co.,Ltd",江苏省泰州市海陵区泰安路16号,-,-,江苏省泰州市海陵区泰安路16号,6019.07,0.00,20250902,0.00,-,6019.07,6019.07,0.00
ORIENT-CHIP,8,2,灿瑞科技,688061,上海市,-,53,灿瑞科技,上海市,"SHANGHAI ORIENT-CHIP TECHNOLOGY CO.,LTD.",灿瑞科技,2,-,4,20221018,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688061,上海灿瑞科技股份有限公司,20221018,310000,-,021-36399007,N,   D  F  NY         ,罗立权                        ,-,科创A,Y,新一代信息技术,上市,-,65,200436,灿瑞科技,-,ocsir@orient-chip.com,软件和信息技术服务业,-,-,-,310000,-,-,任梦飞,"SHANGHAI ORIENT-CHIP TECHNOLOGY CO.,LTD.",上海市延长路149号科技楼308室,-,-,上海市静安区汶水路299弄2幢7号,11488.94,7159.16,20250902,0.00,-,4329.78,4329.78,0.00
MABWELL,8,2,迈威生物,688062,上海市,-,54,迈威生物,上海市,"MABWELL (SHANGHAI) BIOSCIENCE CO., LTD.",迈威生物,2,-,4,20220118,C,   D  FU NY         ,制造业,688062,迈威(上海)生物科技股份有限公司,20220118,310000,-,-,N,   D  FU NY         ,刘大涛                        ,-,科创A,N,生物医药,上市,-,27,201210,迈威生物,-,ir@mabwell.com,医药制造业,-,-,-,310000,-,-,胡会国,"MABWELL (SHANGHAI) BIOSCIENCE CO., LTD.",中国（上海）自由贸易试验区蔡伦路230号2幢105室,-,-,中国（上海）自由贸易试验区蔡伦路230号2幢105室,39960.00,19543.00,20250902,0.00,-,20417.00,20417.00,0.00
PYLON TECHNOLOGIES,8,2,派能科技,688063,上海市,-,55,派能科技,上海市,"Pylon Technologies Co., Ltd.",派能科技,2,-,4,20201230,C,   D  F  NY         ,制造业,688063,上海派能能源科技股份有限公司,20201230,310000,-,021-31590029,N,   D  F  NY         ,韦在胜                        ,-,科创A,Y,新能源,上市,-,38,201315,派能科技,否,ir@pylontech.com.cn,电气机械和器材制造业,-,-,-,310000,-,-,叶文举,"Pylon Technologies Co., Ltd.",上海市浦东新区康桥镇苗桥路300号,-,-,上海市浦东新区康桥镇苗桥路300号7楼,24535.92,0.00,20250902,0.00,-,24535.92,24535.92,0.00
CATHAY BIOTECH,8,2,凯赛生物,688065,上海市,-,56,凯赛生物,上海市,Cathay Biotech Inc.,凯赛生物,2,-,4,20200812,C,   D  F  NY         ,制造业,688065,上海凯赛生物技术股份有限公司,20200812,310000,-,021-50801916,N,   D  F  NY         ,XIUCAI LIU（刘修才）          ,-,科创A,Y,生物医药,上市,-,28,201203,凯赛生物,-,boardsecretary@cathaybiotech.com,化学纤维制造业,-,-,-,310000,-,-,臧慧卿,Cathay Biotech Inc.,上海市浦东新区蔡伦路1690号5幢4楼,-,-,中国（上海）自由贸易试验区蔡伦路1690号5幢4楼,72128.98,13791.18,20250902,0.00,-,58337.80,58337.80,0.00
PIESAT,8,2,航天宏图,688066,北京市,-,57,航天宏图,北京市,"Piesat Information Technology Co., Ltd.",北京航天宏图,2,-,4,20190722,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688066,航天宏图信息技术股份有限公司,20190722,110000,-,01082556572,N,   D  F  NY         ,王宇翔                        ,-,科创A,Y,新一代信息技术,上市,118027,65,100195,航天宏图,-,ir@piesat.cn,软件和信息技术服务业,-,-,118027,110000,-,宏图转债,王奕翔,"Piesat Information Technology Co., Ltd.",北京市海淀区翠湖北环路2号院4号楼101,-,宏图转债,北京市海淀区杏石口路益园文化创意产业基地A区1号楼5层,26127.77,0.00,20250902,0.00,-,26127.77,26127.77,0.00
AVE,8,2,爱威科技,688067,湖南省,-,58,爱威科技,湖南省,"AVE SCIENCE&TECHNOLOGY CO.,LTD",爱威科技,2,-,4,20210616,C,   D  F  NY         ,制造业,688067,爱威科技股份有限公司,20210616,430000,-,0731-89715453,N,   D  F  NY         ,丁建文                        ,-,科创A,Y,生物医药,上市,-,27,410205,爱威科技,-,aveir@c-ave.com,医药制造业,-,-,-,430100,-,-,袁绘杰,"AVE SCIENCE&TECHNOLOGY CO.,LTD",湖南省长沙市岳麓区学士街道茯苓路26号爱威医疗科技园,-,-,湖南省长沙市岳麓区学士街道茯苓路26号爱威科技,6800.00,0.00,20250902,0.00,-,6800.00,6800.00,0.00
HOTGEN,8,2,热景生物,688068,北京市,-,59,热景生物,北京市,"BEIJING HOTGEN BIOTECH CO., LTD.",热景生物,2,-,4,20190930,C,   D  F  NY         ,制造业,688068,北京热景生物技术股份有限公司,20190930,110000,-,010-50973660,N,   D  F  NY         ,林长青                        ,-,科创A,Y,生物医药,上市,-,27,102600,热景生物,-,hotge@hotgen.com.cn,医药制造业,-,-,-,110000,-,-,石永沾,"BEIJING HOTGEN BIOTECH CO., LTD.",北京市大兴区中关村科技园区大兴生物医药产业基地庆丰西路55号院7号楼1-5层,-,-,北京市大兴区永旺西路26号院10号楼,9270.79,0.00,20250902,0.00,-,9270.79,9270.79,0.00
DELINHAI,8,2,德林海,688069,江苏省,-,60,德林海,江苏省,"WUXI DELINHAI ENVIRONMENTAL TECHNOLOGY CO., LTD",德林海环保,2,-,4,20200722,N,   D  F  NY         ,水利、环境和公共设施管理业,688069,无锡德林海环保科技股份有限公司,20200722,320000,-,0510-85510697,N,   D  F  NY         ,胡明明                        ,-,科创A,Y,节能环保,上市,-,77,214092,德林海,-,wxdlh@wxdlh.com,生态保护和环境治理业,-,-,-,320200,-,-,刘彦萍,"WUXI DELINHAI ENVIRONMENTAL TECHNOLOGY CO., LTD",江苏省无锡市滨湖区康乐路9号,-,-,江苏省无锡市滨湖区康乐路9号,11300.00,0.00,20250902,0.00,-,11300.00,11300.00,0.00
CHENGDU JOUAV,8,2,纵横股份,688070,四川省,-,61,纵横股份,四川省,"CHENGDU JOUAV AUTOMATION TECH CO.,LTD",成都纵横,2,-,4,20210210,C,   D  F  NY         ,制造业,688070,成都纵横自动化技术股份有限公司,20210210,510000,-,028-85223959,N,   D  F  NY         ,任斌                          ,-,科创A,Y,高端装备,上市,-,37,610094,纵横股份,-,IR@jouav.com,铁路、船舶、航空航天和其他运输设备制造业,-,-,-,510100,-,-,李小燕,"CHENGDU JOUAV AUTOMATION TECH CO.,LTD",四川省成都市中国(四川)自由贸易试验区成都高新区天府五街200号6号楼A区7楼,-,-,中国(四川)自由贸易试验区成都高新区天府五街200号3号楼A区8层801-805室,8758.00,0.00,20250902,0.00,-,8758.00,8758.00,0.00
W-IBEDA,8,2,华依科技,688071,上海市,-,62,华依科技,上海市,"Shanghai W-Ibeda High Tech.Group Co., Ltd.",华依科技集团,2,-,4,20210729,C,   D  F  NY         ,制造业,688071,上海华依科技集团股份有限公司,20210729,310000,-,021-61051366,N,   D  F  NY         ,励寅                          ,-,科创A,Y,高端装备,上市,-,35,201203,华依科技,-,investor@w-ibeda.com,专用设备制造业,-,-,-,310000,-,-,沈晓枫,"Shanghai W-Ibeda High Tech.Group Co., Ltd.",上海市浦东新区张东路1388号13幢101室,-,-,上海市浦东新区张东路1388号领袖之都西区13栋,8478.97,0.00,20250902,0.00,-,8478.97,8478.97,0.00
PIOTECH,8,2,拓荆科技,688072,辽宁省,-,63,拓荆科技,辽宁省,PIOTECH INC.,拓荆科技,2,-,4,20220420,C,   D  F  NY         ,制造业,688072,拓荆科技股份有限公司,20220420,210000,-,024-24188000-8089,N,   D  F  NY         ,刘静                          ,-,科创A,N,新一代信息技术,上市,-,35,110169,拓荆科技,是,Dongban@piotech.cn,专用设备制造业,-,-,-,210100,-,-,赵曦,PIOTECH INC.,辽宁省沈阳市浑南区全运路109-3号(109-3号)14层,-,-,辽宁省沈阳市浑南区全运路109-3号（109-3号）14层,27972.91,0.00,20250902,0.00,-,27972.91,27972.91,0.00
BIDE,8,2,毕得医药,688073,上海市,-,64,毕得医药,上海市,"BIDE PHARMATECH CO., LTD.",毕得医药科技股份,2,-,4,20221011,M,   D  F  NY         ,科学研究和技术服务业,688073,上海毕得医药科技股份有限公司,20221011,310000,-,021-61601560,N,   D  F  NY         ,戴岚                          ,-,科创A,Y,生物医药,上市,-,73,200433,毕得医药,-,ir@bidepharmatech.com,研究和试验发展,-,-,-,310000,-,-,王轩,"BIDE PHARMATECH CO., LTD.",上海市杨浦区翔殷路128号11号楼A座101室,-,-,上海市杨浦区翔殷路999号3号楼6层,9088.29,4764.88,20250902,0.00,-,4323.42,4323.42,0.00
ASSURE BIOLOGY,8,2,安旭生物,688075,浙江省,-,65,安旭生物,浙江省,"ASSURE TECH (HANGZHOU) CO., LTD.",安旭生物,2,-,4,20211118,C,   D  F  NY         ,制造业,688075,杭州安旭生物科技股份有限公司,20211118,330000,-,0571-85391552,N,   D  F  NY         ,凌世生                        ,-,科创A,Y,生物医药,上市,-,27,310011,安旭生物,-,yahong.wu@diareagent.com,医药制造业,-,-,-,330100,-,-,韩钧,"ASSURE TECH (HANGZHOU) CO., LTD.",浙江省杭州市莫干山路1418-50号4幢3层(上城科技工业基地),-,-,浙江省杭州市莫干山路1418-50号4幢5楼,12708.28,0.00,20250902,0.00,-,12708.28,12708.28,0.00
SINOPEP,8,2,ST诺泰,688076,江苏省,-,66,ST诺泰,江苏省,"Jiangsu Sinopep-Allsino Biopharmaceutical Co., Ltd.",ST诺泰生物,7,-,8,20210520,C,   D  F  NY         ,制造业,688076,江苏诺泰澳赛诺生物制药股份有限公司,20210520,320000,-,0571-86297893,N,   D  F  NY         ,童梓权                        ,-,科创A,Y,生物医药,风险警示,118046,27,311121,ST诺泰,-,ir@sinopep.com,医药制造业,-,-,-,320700,-,诺泰转债,周骅,"Jiangsu Sinopep-Allsino Biopharmaceutical Co., Ltd.",江苏省连云港市经济技术开发区临浦路28号,-,-,浙江省杭州市文一西路1378号E座1201室,31605.19,0.00,20250902,0.00,-,31605.19,31605.19,0.00
